"","Plot_ID","AOS_year","AOS_pest","AOS_severity","Burn_status","dNBR_count","dNBR_mean","dNBR_median","dNBR_min","dNBR_max","dNBR_range","Fire_ID","Fire_Name","CBI_A","CBI_B","CBI_C","CBC_D","CBI_US","CBI_OS","CBI_TOT","Elevation","Aspect","Slope_.","UTM_Zone","Sam_SPEC_CD_1","Sam_SPEC_PCT_1","Sam_SPEC_CD_2","Sam_SPEC_PCT_2","Sam_SPEC_CD_3","Sam_SPEC_PCT_3","satellite","PLI_PC","SX_PC","BL_PC","FDI_PC","SB_PC","SE_PC","AT_PC","ACT_PC","conifer_PC","broadleaf_PC","CBI_dNBR_VRI_March2021_csv_new_test","CBI_dNBR_VRI_March2021_csv_AOS_YEAR","CBI_dNBR_VRI_March2021_csv_AOS_FHF","CBI_dNBR_VRI_March2021_csv_AOS_SEV","BUFF_DIST","FEATURE_ID","MAP_ID","POLYGON_ID","OPENING_IND","POLYGON_AREA","SURFACE_EXPRESSION","MODIFYING_PROCESS","SITE_POSITION_MESO","SOIL_NUTRIENT_REGIME","BCLCS_LEVEL_2","BCLCS_LEVEL_3","BCLCS_LEVEL_4","BCLCS_LEVEL_5","REFERENCE_YEAR","ATTRIBUTION_BASE_DATE","PROJECTED_DATE","SHRUB_HEIGHT","SHRUB_CROWN_CLOSURE","SHRUB_COVER_PATTERN","HERB_COVER_TYPE","HERB_COVER_PATTERN","HERB_COVER_PCT","BRYOID_COVER_PCT","NON_VEG_COVER_PATTERN_1","NON_VEG_COVER_PCT_1","NON_VEG_COVER_TYPE_1","NON_VEG_COVER_PATTERN_2","NON_VEG_COVER_PCT_2","NON_VEG_COVER_TYPE_2","NON_VEG_COVER_PATTERN_3","NON_VEG_COVER_PCT_3","NON_VEG_COVER_TYPE_3","NON_VEG_COVER_SUM","LAND_COVER_CLASS_CD_1","EST_COVERAGE_PCT_1","SOIL_MOISTURE_REGIME_1","LAND_COVER_CLASS_CD_2","EST_COVERAGE_PCT_2","SOIL_MOISTURE_REGIME_2","LAND_COVER_CLASS_CD_3","EST_COVERAGE_PCT_3","SOIL_MOISTURE_REGIME_3","ORG_UNIT_CODE","BEC_ZONE_CODE","BEC_SUBZONE","BEC_VARIANT","BEC_PHASE","EARLIEST_NONLOGGING_DIST_TYPE","EARLIEST_NONLOGGING_DIST_DATE","STAND_PERCENTAGE_DEAD","FREE_TO_GROW_IND","HARVEST_DATE","QUAD_DIAM_125","EST_SITE_INDEX_SPECIES_CD","EST_SITE_INDEX","CROWN_CLOSURE","CROWN_CLOSURE_CLASS_CD","SITE_INDEX","BASAL_AREA","VRI_LIVE_STEMS_PER_HA","VRI_DEAD_STEMS_PER_HA","TREE_COVER_PATTERN","VERTICAL_COMPLEXITY","SPECIES_CD_1","SPECIES_PCT_1","SPECIES_CD_2","SPECIES_PCT_2","SPECIES_CD_3","SPECIES_PCT_3","SPECIES_CD_4","SPECIES_PCT_4","SPECIES_CD_5","SPECIES_PCT_5","SPECIES_CD_6","SPECIES_PCT_6","PROJ_AGE_1","PROJ_AGE_CLASS_CD_1","PROJ_AGE_2","PROJ_AGE_CLASS_CD_2","PROJ_HEIGHT_1","PROJ_HEIGHT_CLASS_CD_1","PROJ_HEIGHT_2","PROJ_HEIGHT_CLASS_CD_2","LIVE_VOL_PER_HA_SPP1_125","LIVE_VOL_PER_HA_SPP2_125","LIVE_VOL_PER_HA_SPP3_125","LIVE_VOL_PER_HA_SPP4_125","LIVE_STAND_VOLUME_125","DEAD_STAND_VOLUME_125","WHOLE_STEM_BIOMASS_PER_HA","BRANCH_BIOMASS_PER_HA","FOLIAGE_BIOMASS_PER_HA","BARK_BIOMASS_PER_HA","UTM_E","UTM_N","OPENING_ID","OPENING_ST","APPROVE_DA","DISTURBANC","DISTURBA_1","DENUDATION","DENUDATI_1","DENUDATI_2","DENUDATI_3","DENUDATI_4","DENUDATI_5","DENUDATI_6","DENUDATI_7","DENUDATI_8","DENUDATI_9","DENUDAT_10","SITE_PREP_","SITE_PREP1","SITE_PRE_1","SITE_PRE_2","SITE_PRE_3","SITE_PRE_4","SITE_PRE_5","PLANTING_1","PLANTING_2","PLANTING_3","PLANTING_4","PLANTING_5","PLANTING_6","PLANTING_C","BRUSHING_T","BRUSHING_1","BRUSHING_C","BRUSHING_2","SPACING_TR","SPACING_CO","SPACING__1","FERTILIZAT","FERTILIZ_1","FERTILIZ_2","PRUNING_TR","PRUNING_CO","PRUNING__1","SLOPE","ASPECT","coords.x1","coords.x2","optional"
"132","BS094",2005,"IBM","V","High",7,0.500208191,0.499480128,0.461026251,0.530863643,0.069837391,"R11498","Shovel",2.5,2.63,2.63,0,2.58,0,1.86,857.789185,"flat","0",10,"PLI",90,"SX",10,"",0,"Sentinel 2",90,10,0,0,0,0,0,0,100,0,100,2005,"IBM","V",30,13166101,"093K016",90867644,"N",29.5,"N","N","M","C","T","U","TC","SP",2003,2015-10-16,2016-01-01,0.5,30,8,"HE",8,30,NA,2,3,"ES",2,3,"RZ",NA,NA,"",6,"TC",100,4,"",NA,NA,NA,NA,NA,"DVA","SBS","dw",3,NA,"",NA,NA,"Y",2001-01-01,NA,"PLI",18,11,1,18,0,1345,0,9,1,"PLI",90,"SX",10,"",NA,"",NA,NA,NA,NA,NA,14,1,14,1,3.9,1,1.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,373706,6001350,101735,"FG",2001-07-10,2001-08-01,2001-10-01,"L","CCRES",NA,"REMOV",2001-10-01,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,"PL",52.5,2003-05-16,NA,0,NA,1,"MA",7.1,2010-09-04,1,0,NA,0,0,NA,0,0,NA,0,6.1,169.1,1069499.62027523,1016285.39501931,TRUE
"133","BS095",2006,"IBM","S","Medium",8,-0.182295403,-0.173434943,-0.236675113,-0.121414453,0.115260661,"R11498","Shovel",1.1,0.88,0.5,0.8,0.85,0.8,0.83,896.987366,"204","22",10,"AT",80,"SX",15,"PLI",5,"Sentinel 2",5,15,0,0,0,0,80,0,20,80,100,2006,"IBM","S",30,12732332,"093K014",81600361,"N",2.4,"N","N","M","C","T","U","TB","OP",2012,2015-09-29,2016-01-01,1.5,5,3,"HE",3,10,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,20.777,"",NA,40,4,15.6,27.16452,773,0,8,2,"AT",80,"SX",15,"PLI",5,"",NA,NA,NA,NA,NA,84,5,154,8,20.5,3,26.4,3,87.117,34.963,10.576,NA,132.656,NA,92.66,15.957,4.629,18.047,355152,6006533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050790.07299632,1020690.80964963,TRUE
"134","BS096",2006,"IBM","S","Medium",7,0.027611669,0.002459735,-0.036327124,0.121592104,0.157919228,"R11498","Shovel",1.75,1.5,1.5,1.1,1.58,1.1,1.44,909.574524,"166","14",10,"AT",70,"SX",25,"PLI",5,"Sentinel 2",5,25,0,0,0,0,70,0,30,70,100,2006,"IBM","S",30,12731414,"093K014",83210576,"N",9.7,"N","N","M","C","T","U","TM","OP",2012,2015-09-29,2016-01-01,1.5,3,3,"HE",3,3,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TM",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,20.449,"",NA,50,5,14.8,31.171309,910,40,8,3,"AT",70,"SX",25,"PLI",5,"",NA,NA,NA,NA,NA,84,5,94,5,19.5,3,22.8,3,81.664,54.641,11.531,NA,147.836,NA,98.852,17.232,5.508,18.36,355388,6006819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051013.12825597,1020987.40470953,TRUE
"135","BS096",2006,"IBM","S","Medium",7,0.027611669,0.002459735,-0.036327124,0.121592104,0.157919228,"R11498","Shovel",1.75,1.5,1.5,1.1,1.58,1.1,1.44,909.574524,"166","14",10,"AT",70,"SX",25,"PLI",5,"Sentinel 2",5,25,0,0,0,0,70,0,30,70,100,2006,"IBM","S",30,12732485,"093K014",84600575,"Y",6.5,"N","N","M","C","T","U","TC","SP",2009,2015-09-29,2016-01-01,1.5,10,3,"HE",8,60,NA,3,2,"ES",NA,NA,"",NA,NA,"",2,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",2000-02-01,NA,"PLI",21,15,1,21,1,3500,0,8,1,"PLI",70,"AT",20,"SX",10,"",NA,NA,NA,NA,NA,15,1,14,1,5.7,1,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355388,6006819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051013.12825597,1020987.40470953,TRUE
"136","BS097",2006,"IBM","S","Medium",7,0.114529785,0.131997794,0.015917718,0.190895483,0.174977764,"R11498","Shovel",2.75,2.75,2.63,2.5,2.71,2.5,2.65,989.986389,"193","5",10,"PLI",67,"SX",30,"AT",3,"Sentinel 2",67,30,0,0,0,0,3,0,97,3,100,2006,"IBM","S",30,13782082,"093K015",15270008,"N",10.1,"N","N","L","D","T","U","TM","SP",2012,2015-02-10,2016-01-01,3,50,6,"HE",3,10,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TM",70,5,"ST",30,5,NA,NA,NA,"DND","SBS","dk",NA,NA,"IBM",2012-01-01,31,"N",NA,22.526,"",NA,15,1,17.9,9.24688,237,125,3,3,"SX",50,"AT",30,"PLI",15,"AC",5,NA,NA,NA,NA,79,4,79,4,22,3,21.6,3,27.759,14.249,11.023,2.184,55.215,23.137,30.075,5.277,2.272,4.417,360583,6005499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056245.99940429,1019885.50151615,TRUE
"137","BS097",2006,"IBM","S","Medium",7,0.114529785,0.131997794,0.015917718,0.190895483,0.174977764,"R11498","Shovel",2.75,2.75,2.63,2.5,2.71,2.5,2.65,989.986389,"193","5",10,"PLI",67,"SX",30,"AT",3,"Sentinel 2",67,30,0,0,0,0,3,0,97,3,100,2006,"IBM","S",30,13782280,"093K015",10909607,"N",154.9,"N","N","M","C","T","U","TC","SP",2012,2015-01-30,2016-01-01,1,15,3,"HE",3,20,NA,2,1,"RZ",NA,NA,"",NA,NA,"",1,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"IBM",2012-01-01,83,"N",NA,18.98,"",NA,10,1,14.8,5.08328,194,900,3,3,"PLI",67,"SX",30,"AT",3,"",NA,NA,NA,NA,NA,82,5,82,5,18.5,2,20.9,3,19.118,8.822,0.425,NA,28.365,143.035,15.276,2.082,1.5,1.615,360583,6005499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056245.99940429,1019885.50151615,TRUE
"138","BS098",2006,"IBM","S","Medium",7,-0.17067181,-0.17175293,-0.189921439,-0.147715241,0.042206198,"R11498","Shovel",1.5,1.25,1.13,0.6,1.31,0.6,1.11,932.192078,"282","28",10,"AT",50,"PLI",40,"SX",10,"Sentinel 2",40,10,0,0,0,0,50,0,50,50,100,2006,"IBM","S",30,13782292,"093K015",16529943,"N",21.1,"N","N","M","C","T","U","TM","SP",2012,2015-02-10,2016-01-01,1.5,10,3,"HE",3,10,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TM",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"IBM",2012-01-01,63,"N",NA,22.709,"",NA,15,1,17.1,11,291,625,3,2,"AT",50,"PLI",40,"SX",10,"",NA,NA,NA,NA,NA,79,4,79,4,21.6,3,19.5,3,24.742,28.079,6.6,NA,59.421,114.591,36.417,5.434,2.404,5.913,361129,6005739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056779.93330503,1020149.17660247,TRUE
"139","BS099",2006,"IBM","M","Medium",7,0.177417666,0.185674936,0.095626354,0.223084837,0.127458483,"R11498","Shovel",2.3,2.5,2,2.6,2.27,2.6,2.36,946.77594,"0","flat",10,"PLI",75,"SX",25,"",0,"Sentinel 2",75,25,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,10525040,"093K025",20643357,"Y",15.6,"N","N","M","C","T","U","TC","OP",2012,2014-11-19,2016-01-01,1.5,3,3,"",NA,NA,NA,2,1,"RZ",NA,NA,"",NA,NA,"",1,"TC",100,3,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"I",1934-05-01,31,"Y",NA,23.952,"",NA,40,4,19.6,27.33028,624,275,6,2,"PLI",75,"SX",25,"",NA,"",NA,NA,NA,NA,NA,79,4,79,4,23.5,3,24,3,160.32,48.625,NA,NA,208.945,88.089,102.77,13.252,10.23,10.452,361690,6011278,-578910000,"RET",1934-05-01,1934-05-01,1934-06-01,"B",NA,NA,NA,1934-06-01,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,14.2,321.5,1057104.16683291,1025723.1134222,TRUE
"139.1","BS099",2006,"IBM","M","Medium",7,0.177417666,0.185674936,0.095626354,0.223084837,0.127458483,"R11498","Shovel",2.3,2.5,2,2.6,2.27,2.6,2.36,946.77594,"0","flat",10,"PLI",75,"SX",25,"",0,"Sentinel 2",75,25,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,10525040,"093K025",20643357,"Y",15.6,"N","N","M","C","T","U","TC","OP",2012,2014-11-19,2016-01-01,1.5,3,3,"",NA,NA,NA,2,1,"RZ",NA,NA,"",NA,NA,"",1,"TC",100,3,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"I",1934-05-01,31,"Y",NA,23.952,"",NA,40,4,19.6,27.33028,624,275,6,2,"PLI",75,"SX",25,"",NA,"",NA,NA,NA,NA,NA,79,4,79,4,23.5,3,24,3,160.32,48.625,NA,NA,208.945,88.089,102.77,13.252,10.23,10.452,361690,6011278,1713641,"APP",2019-03-06,2018-08-22,2018-08-22,"B",NA,NA,NA,2018-08-22,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,14.3,321.6,1057104.16683291,1025723.1134222,TRUE
"140","BS100",2006,"IBM","S","Medium",7,-0.09923397,-0.096028239,-0.346346259,0.179181069,0.525527328,"R11498","Shovel",2.6,2.5,1.63,2,2.27,2,2.19,931.566956,"176","36",10,"PLI",51,"SX",49,"",0,"Sentinel 2",51,49,0,0,0,0,0,0,100,0,100,2006,"IBM","S",30,13593715,"093K025",18017227,"Y",2.3,"","","","","T","U","TC","SP",2012,2014-06-03,2016-01-01,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"",NA,NA,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",2012-01-13,NA,"PLI",21,11,1,21,NA,1500,NA,NA,NA,"PLI",51,"SX",49,"",NA,"",NA,NA,NA,NA,NA,5,1,5,1,1.1,1,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361878,6017864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057012.17147546,1032330.33136697,TRUE
"141","BS100",2006,"IBM","S","Medium",7,-0.09923397,-0.096028239,-0.346346259,0.179181069,0.525527328,"R11498","Shovel",2.6,2.5,1.63,2,2.27,2,2.19,931.566956,"176","36",10,"PLI",51,"SX",49,"",0,"Sentinel 2",51,49,0,0,0,0,0,0,100,0,100,2006,"IBM","S",30,13593716,"093K025",18447192,"N",1.8,"N","N","M","C","T","U","TM","OP",2012,2015-01-14,2016-01-01,1.5,10,2,"HE",3,10,NA,2,10,"RZ",NA,NA,"",NA,NA,"",10,"TM",90,4,"RZ",10,0,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,22.237,"",NA,35,3,12.1,24.0257,591,20,6,3,"AT",70,"SX",15,"PLI",15,"",NA,NA,NA,NA,NA,184,8,184,8,23.2,3,24.4,3,45.148,27.818,29.385,NA,102.351,NA,91.773,15.111,5.066,16.902,361878,6017864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057012.17147546,1032330.33136697,TRUE
"142","BS101",2005,"IBM","T","Low",7,-0.047211771,-0.040980577,-0.119232088,-0.01900059,0.100231498,"R11498","Shovel",1.88,1.13,1,0.3,1.33,0.3,1.03,1065.919556,"177","18",10,"PLI",50,"SX",45,"AT",5,"Sentinel 2",50,45,0,0,0,0,5,0,95,5,100,2005,"IBM","T",30,13593741,"093K025",14867472,"Y",87.3,"N","N","M","C","T","U","TC","OP",2012,2014-11-12,2016-01-01,NA,NA,NA,"HE",3,5,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1980-06-01,15.676,"",NA,55,5,20,22.43907,1995,0,8,3,"PLI",50,"SX",45,"AT",5,"",NA,NA,NA,NA,NA,34,2,34,2,13.6,2,13.6,2,30.83,14.048,1.455,NA,46.333,NA,45.664,6.652,4.444,5.004,361304,6017794,-578740000,"FG",1980-06-01,1980-06-01,1981-08-01,"L",NA,NA,NA,1981-08-01,NA,NA,NA,NA,NA,1,"ME",30,1981-01-01,NA,0,NA,1,"PL",18,1991-06-01,"PL",94,1989-06-01,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10.3,186.8,1056443.13642444,1032235.78253001,TRUE
"143","BS102",2005,"IBM","M","Medium",4,0.866828859,0.878328443,0.81609714,0.89456141,0.07846427,"R11498","Shovel",2.9,3,3,2.5,2.96,2.5,2.83,1099.500732,"flat","0",10,"BL",60,"SX",35,"PLI",5,"Sentinel 2",5,35,60,0,0,0,0,0,100,0,100,2005,"IBM","M",30,13449170,"093K025",21185463,"N",5,"N","N","M","C","T","U","TC","OP",2012,2014-11-14,2016-01-01,1.5,3,2,"",NA,NA,NA,2,3,"RZ",NA,NA,"",NA,NA,"",3,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,22.235,"",NA,50,5,7.4,34.81073,947,20,8,3,"BL",60,"SX",35,"PLI",5,"",NA,NA,NA,NA,NA,184,8,204,8,20.3,3,24.3,3,102.487,85.411,11.96,NA,199.858,NA,98.225,21.623,16.891,12.252,362260,6014881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057519.3859582,1029357.57734216,TRUE
"144","BS103",NA,"","","Low",7,-0.025128697,-0.029416978,-0.051081955,0.040489793,0.091571748,"R11498","Shovel",0,0,0,0,0,0,0,1095.535156,"flat","0",10,"PLI",70,"SX",30,"",0,"Sentinel 2",70,30,0,0,0,0,0,0,100,0,100,NA,"","",30,13591820,"093K025",22865957,"Y",63,"N","N","M","C","T","U","TC","DE",2013,2014-11-14,2016-01-01,NA,NA,NA,"",NA,NA,NA,2,3,"RZ",NA,NA,"",NA,NA,"",3,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1979-06-01,19.368,"PLI",21,70,7,21,19.307781,1731,0,8,2,"PLI",70,"SX",30,"",NA,"",NA,NA,NA,NA,NA,31,2,24,2,13.5,2,8.5,1,54.04,0,NA,NA,54.04,NA,32.671,3.876,3.227,3.28,362828,6015681,-578630000,"FG",1979-06-01,1979-06-01,1979-10-01,"L",NA,NA,NA,1979-10-01,NA,NA,NA,NA,NA,1,"ME",55,1980-01-01,NA,0,NA,1,"PL",46,1988-06-01,NA,0,NA,1,NA,0,NA,0,16.6,1995-09-27,2,61.7,2014-10-24,1,0,NA,0,2.1,303,1058051.48043263,1030183.33339713,TRUE
"145","BS104",NA,"","","Low",7,-0.04028655,-0.040762007,-0.052258253,-0.029339075,0.022919178,"R11498","Shovel",0,0,0,0,0,0,0,1056.047729,"flat","0",10,"PLI",70,"SX",30,"",0,"Sentinel 2",70,30,0,0,0,0,0,0,100,0,100,NA,"","",30,13591820,"093K025",22865957,"Y",63,"N","N","M","C","T","U","TC","DE",2013,2014-11-14,2016-01-01,NA,NA,NA,"",NA,NA,NA,2,3,"RZ",NA,NA,"",NA,NA,"",3,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1979-06-01,19.368,"PLI",21,70,7,21,19.307781,1731,0,8,2,"PLI",70,"SX",30,"",NA,"",NA,NA,NA,NA,NA,31,2,24,2,13.5,2,8.5,1,54.04,0,NA,NA,54.04,NA,32.671,3.876,3.227,3.28,362476,6015710,-578630000,"FG",1979-06-01,1979-06-01,1979-10-01,"L",NA,NA,NA,1979-10-01,NA,NA,NA,NA,NA,1,"ME",55,1980-01-01,NA,0,NA,1,"PL",46,1988-06-01,NA,0,NA,1,NA,0,NA,0,16.6,1995-09-27,2,61.7,2014-10-24,1,0,NA,0,2.1,303,1057699.47205245,1030197.42686711,TRUE
"146","BS105",2006,"IBM","S","Medium",6,0.451751272,0.482769743,0.340019792,0.519823611,0.179803818,"R11498","Shovel",2.6,2,2.88,2.3,2.5,2.3,2.44,1179.856689,"267","9",10,"SX",70,"BL",30,"",0,"Sentinel 2",0,70,30,0,0,0,0,0,100,0,100,2006,"IBM","S",30,10519501,"093K025",18185763,"N",6.9,"N","N","M","C","T","U","TC","OP",2012,2014-11-14,2016-01-01,1,5,3,"",NA,NA,NA,2,3,"RZ",2,3,"ES",NA,NA,"",6,"TC",100,3,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,28.123,"",NA,45,4,6.4,36.92355,748,20,8,3,"SX",70,"BL",30,"",NA,"",NA,NA,NA,NA,NA,274,9,254,9,26.2,3,23.2,3,178.039,68.557,NA,NA,246.596,NA,116.188,24.805,16.507,13.795,361778,6015462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057014.41566203,1029919.25342078,TRUE
"147","BS106",2006,"IBM","M","Medium",8,0.473279152,0.4558274,0.419715852,0.547572374,0.127856523,"R11498","Shovel",1.9,2.5,1.88,2.1,2.08,2.1,2.08,929.551514,"186","20",10,"SE",75,"BL",15,"PLI",10,"Sentinel 2",10,0,15,0,0,75,0,0,100,0,100,2006,"IBM","M",30,13785401,"093K024",87073723,"N",5.6,"N","N","M","D","T","U","TC","OP",2012,2014-12-09,2016-01-01,3,10,3,"",NA,NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,5,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,39.182,"",NA,45,4,9.4,32.937309,301,35,8,3,"SE",75,"BL",15,"PLI",10,"",NA,NA,NA,NA,NA,288,9,292,9,26.5,3,22.6,3,176.606,31.654,23.613,NA,231.873,NA,110.381,21.47,13.417,12.471,356215,6012285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051605.52349942,1026499.40256417,TRUE
"148","BS106",2006,"IBM","M","Medium",8,0.473279152,0.4558274,0.419715852,0.547572374,0.127856523,"R11498","Shovel",1.9,2.5,1.88,2.1,2.08,2.1,2.08,929.551514,"186","20",10,"SE",75,"BL",15,"PLI",10,"Sentinel 2",10,0,15,0,0,75,0,0,100,0,100,2006,"IBM","M",30,13784577,"093K024",87154035,"Y",53.3,"N","N","M","C","T","U","TC","DE",2013,2015-01-26,2016-01-01,1,3,4,"",NA,NA,NA,2,1,"RZ",NA,NA,"",NA,NA,"",1,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"Y",1978-06-01,18.8,"PLI",18,70,7,18,26.302,1223,5,8,2,"PLI",90,"SX",5,"BL",5,"",NA,NA,NA,NA,NA,31,2,31,2,11,2,11,2,71.556,0.109,3.511,NA,75.176,NA,43.642,5.186,4.547,4.424,356215,6012285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1051605.52349942,1026499.40256417,TRUE
"149","BS107",2005,"IBM","S","Medium",8,0.685481764,0.692560166,0.624377012,0.76168257,0.137305558,"R11498","Shovel",2.75,2.25,2.13,2.5,2.38,2.5,2.41,849.195618,"31","8",10,"SX",50,"PLI",40,"BL",10,"Sentinel 2",40,50,10,0,0,0,0,0,100,0,100,2005,"IBM","S",30,10525333,"093K025",8443913,"N",5.1,"N","N","L","C","T","U","TC","OP",2012,2014-11-05,2016-01-01,NA,NA,NA,"HE",3,10,NA,2,8,"RZ",1,3,"GP",NA,NA,"",11,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","mc",2,NA,"",NA,NA,"N",NA,22.997,"",NA,35,3,8.9,25.924419,697,150,8,3,"SX",50,"PLI",45,"BL",5,"",NA,NA,NA,NA,NA,184,8,184,8,24.4,3,23.1,3,86.847,89.062,7.041,NA,182.95,NA,91.71,14.214,9.778,9.711,359853,6012252,-578580000,"RET",1978-06-01,1978-06-01,1979-06-01,"L",NA,NA,NA,1979-06-01,NA,NA,NA,NA,NA,1,"BU",32,1979-01-01,"ME",30,1984-10-01,2,"PL",31,1985-05-01,"PL",4,1993-06-01,2,NA,0,NA,0,13,1995-10-18,2,0,NA,0,0,NA,0,5.3,101.6,1055232.24743054,1026620.98615626,TRUE
